index,Final_description,title
p03795,"snuke has a favorite restaurant. the price of any meal served at the restaurant is 800 yen (the currency of japan), and each time a customer orders 15 meals, the restaurant pays 200 yen back to the customer. so far, snuke has ordered n meals at the restaurant. let the amount of money snuke has paid to the restaurant be x yen, and let the amount of money the restaurant has paid back to snuke be y yen. find x-y.","The price of any meal served at the restaurant is 800 yen, and each time a customer orders 15 meals, the restaurant pays 200 yen back to the customer. so far, snuke has ordered 15 meals at his favorite restaurant and has paid x yen to the restaurant."
p03796,"snuke loves working out. he is now exercising n times. before he starts exercising, his power is 1. after he exercises for the i-th time, his power gets multiplied by i. find snuke's power after he exercises n times. since the answer can be extremely large, print the answer modulo 10^{9}+7.","Snuke loves working out. He is now exercising n times. After he exercises for the i-th time, his power gets multiplied by i. print the answer modulo 10^{9}+7 to find Snuke's power after he exercises n times since the answer can be large."
p03797,"snuke loves puzzles. today, he is working on a puzzle using s- and c-shaped pieces. in this puzzle, you can combine two c-shaped pieces into one s-shaped piece, as shown in the figure below: snuke decided to create as many scc groups as possible by putting together one s-shaped piece and two c-shaped pieces. find the maximum number of scc groups that can be created when snuke has n s-shaped pieces and m c-shaped pieces.",Snuke is working on a puzzle using s- and c-shaped pieces. He is trying to create as many scc groups as possible by putting together one s-shaped piece and two c- shaped pieces. Find the maximum number of sccs groups that can be created when snuke has n s-sized pieces and m c-sized ones.
p03798,"snuke, who loves animals, built a zoo. there are n animals in this zoo. they are conveniently numbered 1 through n, and arranged in a circle. the animal numbered i (2≤i≤n-1) is adjacent to the animals numbered i-1 and i+1. also, the animal numbered 1 is adjacent to the animals numbered 2 and n, and the animal numbered n is adjacent to the animals numbered n-1 and 1. there are two kinds of animals in this zoo: honest sheep that only speak the truth, and lying wolves that only tell lies. snuke cannot tell the difference between these two species, and asked each animal the following question: ""are your neighbors of the same species?"" the animal numbered i answered s_i. here, if s_i is o, the animal said that the two neighboring animals are of the same species, and if s_i is x, the animal said that the two neighboring animals are of different species. more formally, a sheep answered o if the two neighboring animals are both sheep or both wolves, and answered x otherwise. similarly, a wolf answered x if the two neighboring animals are both sheep or both wolves, and answered o otherwise. snuke is wondering whether there is a valid assignment of species to the animals that is consistent with these responses. if there is such an assignment, show one such assignment. otherwise, print -1.","Snuke built a zoo. There are n animals in the zoo, numbered 1 through n. They are arranged in a circle, with animals numbered 1-n-1 adjacent to animals numbered i-1 and i+1, and the animal numbered 1 is adjacent to the animals numbered 2 and n-1. "
p03799,"snuke loves puzzles. today, he is working on a puzzle using s- and c-shaped pieces. in this puzzle, you can combine two c-shaped pieces into one s-shaped piece, as shown in the figure below: snuke decided to create as many scc groups as possible by putting together one s-shaped piece and two c-shaped pieces. find the maximum number of scc groups that can be created when snuke has n s-shaped pieces and m c-shaped pieces.",Snuke is working on a puzzle using s- and c-shaped pieces. He is trying to create as many scc groups as possible by putting together one s-shaped piece and two c- shaped pieces. Find the maximum number of sccs groups that can be created when snuke has n s-sized pieces and m c-sized ones.
p03800,"snuke, who loves animals, built a zoo. there are n animals in this zoo. they are conveniently numbered 1 through n, and arranged in a circle. the animal numbered i (2≤i≤n-1) is adjacent to the animals numbered i-1 and i+1. also, the animal numbered 1 is adjacent to the animals numbered 2 and n, and the animal numbered n is adjacent to the animals numbered n-1 and 1. there are two kinds of animals in this zoo: honest sheep that only speak the truth, and lying wolves that only tell lies. snuke cannot tell the difference between these two species, and asked each animal the following question: ""are your neighbors of the same species?"" the animal numbered i answered s_i. here, if s_i is o, the animal said that the two neighboring animals are of the same species, and if s_i is x, the animal said that the two neighboring animals are of different species. more formally, a sheep answered o if the two neighboring animals are both sheep or both wolves, and answered x otherwise. similarly, a wolf answered x if the two neighboring animals are both sheep or both wolves, and answered o otherwise. snuke is wondering whether there is a valid assignment of species to the animals that is consistent with these responses. if there is such an assignment, show one such assignment. otherwise, print -1.","Snuke built a zoo. There are n animals in the zoo, numbered 1 through n. They are arranged in a circle, with animals numbered 1-n-1 adjacent to animals numbered i-1 and i+1, and the animal numbered 1 is adjacent to the animals numbered 2 and n-1. "
p03803,"alice and bob are playing one card poker. one card poker is a two-player game using playing cards. each card in this game shows an integer between 1 and 13, inclusive. the strength of a card is determined by the number written on it, as follows: weak 2 &lt; 3 &lt; 4 &lt; 5 &lt; 6 &lt; 7 &lt; 8 &lt; 9 &lt; 10 &lt; 11 &lt; 12 &lt; 13 &lt; 1 strong one card poker is played as follows: each player picks one card from the deck. the chosen card becomes the player's hand. the players reveal their hands to each other. the player with the stronger card wins the game. if their cards are equally strong, the game is drawn. you are watching alice and bob playing the game, and can see their hands. the number written on alice's card is a, and the number written on bob's card is b. write a program to determine the outcome of the game.","Alice and bob are playing one card poker. One card poker is a two-player game using playing cards. The strength of a card is determined by the number written on it, as follows: weak 2, weak 3, weak 4, weak 5, weak 6, weak 7, weak 8, weak 9, weak 10, weak 11, strong 12, strong 13. "
p03804,"you are given an image a composed of n rows and n columns of pixels, and a template image b composed of m rows and m columns of pixels. a pixel is the smallest element of an image, and in this problem it is a square of size 1×1. also, the given images are binary images, and the color of each pixel is either white or black. in the input, every pixel is represented by a character: . corresponds to a white pixel, and # corresponds to a black pixel. the image a is given as n strings a_1,...,a_n. the j-th character in the string a_i corresponds to the pixel at the i-th row and j-th column of the image a (1≦i,j≦n). similarly, the template image b is given as m strings b_1,...,b_m. the j-th character in the string b_i corresponds to the pixel at the i-th row and j-th column of the template image b (1≦i,j≦m). determine whether the template image b is contained in the image a when only parallel shifts can be applied to the images.","In the problem, you are given an image a composed of n rows and n columns of pixels, and a template image b composed of m rows and m columns. The image a is given as n strings a_1, a_n, and the template image m is a m string b_1. Only parallel shifts can be applied to the images."
p03805,"you are given an undirected unweighted graph with n vertices and m edges that contains neither self-loops nor double edges. here, a self-loop is an edge where a_i = b_i (1≤i≤m), and double edges are two edges where (a_i,b_i)=(a_j,b_j) or (a_i,b_i)=(b_j,a_j) (1≤i&lt;j≤m). how many different paths start from vertex 1 and visit all the vertices exactly once? here, the endpoints of a path are considered visited. for example, let us assume that the following undirected graph shown in figure 1 is given. figure 1: an example of an undirected graph the following path shown in figure 2 satisfies the condition. figure 2: an example of a path that satisfies the condition however, the following path shown in figure 3 does not satisfy the condition, because it does not visit all the vertices. figure 3: an example of a path that does not satisfy the condition neither the following path shown in figure 4, because it does not start from vertex 1. figure 4: another example of a path that does not satisfy the condition",An undirected unweighted graph with n vertices and m edges contains neither self-loops nor double edges. The condition is how many different paths start from vertices 1 and visit all the vertices exactly once. The following examples show that the following path does not satisfy the condition.
p03806,"dolphin is planning to generate a small amount of a certain chemical substance c. in order to generate the substance c, he must prepare a solution which is a mixture of two substances a and b in the ratio of m_a:m_b. he does not have any stock of chemicals, however, so he will purchase some chemicals at a local pharmacy. the pharmacy sells n kinds of chemicals. for each kind of chemical, there is exactly one package of that chemical in stock. the package of chemical i contains a_i grams of the substance a and b_i grams of the substance b, and is sold for c_i yen (the currency of japan). dolphin will purchase some of these packages. for some reason, he must use all contents of the purchased packages to generate the substance c. find the minimum amount of money required to generate the substance c. if it is not possible to generate the substance c by purchasing any combination of packages at the pharmacy, report that fact.","Dolphin is planning to generate a small amount of a certain chemical substance c. He will buy some chemicals at a local pharmacy. He must use all contents of the packages to generate the substance c and find the minimum amount of money required to do so. If it is not possible to generate substance c by purchasing any combination of packages at the pharmacy, report that fact."
p03807,"there are n integers written on a blackboard. the i-th integer is a_i. takahashi will repeatedly perform the following operation on these numbers: select a pair of integers, a_i and a_j, that have the same parity (that is, both are even or both are odd) and erase them. then, write a new integer on the blackboard that is equal to the sum of those integers, a_i+a_j. determine whether it is possible to have only one integer on the blackboard.","There are n integers written on a blackboard and the i-th integer is a_i. Takahashi will repeatedly erase a pair of integers, a_I and a_j, that have the same parity and write a new integer equal to the sum of those two numbers."
p03813,"smeke has decided to participate in atcoder beginner contest (abc) if his current rating is less than 1200, and participate in atcoder regular contest (arc) otherwise. you are given smeke's current rating, x. print abc if smeke will participate in abc, and print arc otherwise.","Smeke will participate in atcoder beginner contest (ABC) if his current rating is less than 1200. If his rating is higher than 1200, he'll participate in regular contest (arc). If he's below 1200, then he won't participate in abc."
p03814,"snuke has decided to construct a string that starts with a and ends with z, by taking out a substring of a string s (that is, a consecutive part of s). find the greatest length of the string snuke can construct. here, the test set guarantees that there always exists a substring of s that starts with a and ends with z.",Snuke has decided to construct a string that starts with a and ends with z by taking out a substring of a string s and finding the greatest length of the string snuke can construct. The test set guarantees that there always exists a subring of s that starts a and z.
p03815,"snuke has decided to play with a six-sided die. each of its six sides shows an integer 1 through 6, and two numbers on opposite sides always add up to 7. snuke will first put the die on the table with an arbitrary side facing upward, then repeatedly perform the following operation: operation: rotate the die 90° toward one of the following directions: left, right, front (the die will come closer) and back (the die will go farther). then, obtain y points where y is the number written in the side facing upward. for example, let us consider the situation where the side showing 1 faces upward, the near side shows 5 and the right side shows 4, as illustrated in the figure. if the die is rotated toward the right as shown in the figure, the side showing 3 will face upward. besides, the side showing 4 will face upward if the die is rotated toward the left, the side showing 2 will face upward if the die is rotated toward the front, and the side showing 5 will face upward if the die is rotated toward the back. find the minimum number of operation snuke needs to perform in order to score at least x points in total.","Snuke has decided to play with a six-sided die. Each of its six sides shows an integer 1 through 6, and two numbers on opposite sides always add up to 7. Snuke will first put the die on the table with an arbitrary side facing upward, then repeatedly perform the operation: rotate the die 90° toward one of the following directions."
p03816,"snuke has decided to play a game using cards. he has a deck consisting of n cards. on the i-th card from the top, an integer a_i is written. he will perform the operation described below zero or more times, so that the values written on the remaining cards will be pairwise distinct. find the maximum possible number of remaining cards. here, n is odd, which guarantees that at least one card can be kept. operation: take out three arbitrary cards from the deck. among those three cards, eat two: one with the largest value, and another with the smallest value. then, return the remaining one card to the deck.","Snuke is playing a game using cards. He has a deck of n cards. On the i-th card from the top, an integer a_i is written. He will perform the operation described below zero or more times to find the maximum possible number of cards."
p03817,"snuke has decided to play with a six-sided die. each of its six sides shows an integer 1 through 6, and two numbers on opposite sides always add up to 7. snuke will first put the die on the table with an arbitrary side facing upward, then repeatedly perform the following operation: operation: rotate the die 90° toward one of the following directions: left, right, front (the die will come closer) and back (the die will go farther). then, obtain y points where y is the number written in the side facing upward. for example, let us consider the situation where the side showing 1 faces upward, the near side shows 5 and the right side shows 4, as illustrated in the figure. if the die is rotated toward the right as shown in the figure, the side showing 3 will face upward. besides, the side showing 4 will face upward if the die is rotated toward the left, the side showing 2 will face upward if the die is rotated toward the front, and the side showing 5 will face upward if the die is rotated toward the back. find the minimum number of operation snuke needs to perform in order to score at least x points in total.","Snuke has decided to play with a six-sided die. Each of its six sides shows an integer 1 through 6, and two numbers on opposite sides always add up to 7. Snuke will first put the die on the table with an arbitrary side facing upward, then repeatedly perform the operation: rotate the die 90° toward one of the following directions."
p03818,"snuke has decided to play a game using cards. he has a deck consisting of n cards. on the i-th card from the top, an integer a_i is written. he will perform the operation described below zero or more times, so that the values written on the remaining cards will be pairwise distinct. find the maximum possible number of remaining cards. here, n is odd, which guarantees that at least one card can be kept. operation: take out three arbitrary cards from the deck. among those three cards, eat two: one with the largest value, and another with the smallest value. then, return the remaining one card to the deck.","Snuke is playing a game using cards. He has a deck of n cards. On the i-th card from the top, an integer a_i is written. He will perform the operation described below zero or more times to find the maximum possible number of cards."
p03821,"there are an integer sequence a_1,...,a_n consisting of n terms, and n buttons. when the i-th (1 ≦ i ≦ n) button is pressed, the values of the i terms from the first through the i-th are all incremented by 1. there is also another integer sequence b_1,...,b_n. takahashi will push the buttons some number of times so that for every i, a_i will be a multiple of b_i. find the minimum number of times takahashi will press the buttons.","Takahashi will push the buttons some number of times to make sure that for every i, a_i will be a multiple of b_i for every nth time he presses the buttons. He will find the minimum number of presses needed to achieve this."
p03826,"there are two rectangles. the lengths of the vertical sides of the first rectangle are a, and the lengths of the horizontal sides of the first rectangle are b. the lengths of the vertical sides of the second rectangle are c, and the lengths of the horizontal sides of the second rectangle are d. print the area of the rectangle with the larger area. if the two rectangles have equal areas, print that area.","There are two rectangles. The lengths of the vertical sides of the first rectangle are a, and the lengths of horizontal sides are b, c, and d. print the area of the rectangle with the larger area. If the rectangles have equal areas, print that area."
p03827,"you have an integer variable x. initially, x=0. some person gave you a string s of length n, and using the string you performed the following operation n times. in the i-th operation, you incremented the value of x by 1 if s_i=i, and decremented the value of x by 1 if s_i=d. find the maximum value taken by x during the operations (including before the first operation, and after the last operation).","If you have an integer variable x, you have to find the maximum value taken by x during the operations before the first operation, and after the last operation. In the i-th operation, you incremented the value of x by 1 if s_i=i, and decremented it if s-i=d."
p03828,"you are given an integer n. find the number of the positive divisors of n!, modulo 10^9+7.","If you are given an integer n, find the number of the positive divisors of n! modulo 10^9+7, which is the sum of the n-th power of n-n-n, or 10-9-7."
p03829,"there are n towns on a line running east-west. the towns are numbered 1 through n, in order from west to east. each point on the line has a one-dimensional coordinate, and a point that is farther east has a greater coordinate value. the coordinate of town i is x_i. you are now at town 1, and you want to visit all the other towns. you have two ways to travel: walk on the line. your fatigue level increases by a each time you travel a distance of 1, regardless of direction. teleport to any location of your choice. your fatigue level increases by b, regardless of the distance covered. find the minimum possible total increase of your fatigue level when you visit all the towns in these two ways.","There are n towns on a line running east-west. The towns are numbered 1 through n, in order from west to east. Each point on the line has a one-dimensional coordinate, and a point that is farther east has a greater coordinate value. If you want to visit all the other towns, you have two ways to travel."
p03830,"you are given an integer n. find the number of the positive divisors of n!, modulo 10^9+7.","If you are given an integer n, find the number of the positive divisors of n! modulo 10^9+7, which is the sum of the n-th power of n-n-n, or 10-9-7."
p03831,"there are n towns on a line running east-west. the towns are numbered 1 through n, in order from west to east. each point on the line has a one-dimensional coordinate, and a point that is farther east has a greater coordinate value. the coordinate of town i is x_i. you are now at town 1, and you want to visit all the other towns. you have two ways to travel: walk on the line. your fatigue level increases by a each time you travel a distance of 1, regardless of direction. teleport to any location of your choice. your fatigue level increases by b, regardless of the distance covered. find the minimum possible total increase of your fatigue level when you visit all the towns in these two ways.","There are n towns on a line running east-west. The towns are numbered 1 through n, in order from west to east. Each point on the line has a one-dimensional coordinate, and a point that is farther east has a greater coordinate value. If you want to visit all the other towns, you have two ways to travel."
p03834,"as a new year's gift, dolphin received a string s of length 19. the string s has the following format: [five lowercase english letters],[seven lowercase english letters],[five lowercase english letters]. dolphin wants to convert the comma-separated string s into a space-separated string. write a program to perform the conversion for him.",Dolphin received a string s of length 19 as a new year's gift. He wants to convert it into a space-separated string. He needs a program to perform the conversion for him. He will write a program.    i  
p03835,"you are given two integers k and s. three variable x, y and z takes integer values satisfying 0≤x,y,z≤k. how many different assignments of values to x, y and z are there such that x + y + z = s?","There are three variables x, y and z. x + y + z = s, but there are many different assignments of values to x,y and z satisfying 0,y,z, so there are more than one way to get the answer. "
p03836,"dolphin resides in two-dimensional cartesian plane, with the positive x-axis pointing right and the positive y-axis pointing up. currently, he is located at the point (sx,sy). in each second, he can move up, down, left or right by a distance of 1. here, both the x- and y-coordinates before and after each movement must be integers. he will first visit the point (tx,ty) where sx &lt; tx and sy &lt; ty, then go back to the point (sx,sy), then visit the point (tx,ty) again, and lastly go back to the point (sx,sy). here, during the whole travel, he is not allowed to pass through the same point more than once, except the points (sx,sy) and (tx,ty). under this condition, find a shortest path for him.","Dolphin lives in two-dimensional cartesian plane. He is located at the point (sx,sy). In each second, he can move up, down, left or right by a distance of 1. Before and after each movement, both the x- and y-coordinates must be integers. He can't pass through the same point more than twice."
p03837,"you are given an undirected connected weighted graph with n vertices and m edges that contains neither self-loops nor double edges. the i-th (1≤i≤m) edge connects vertex a_i and vertex b_i with a distance of c_i. here, a self-loop is an edge where a_i = b_i (1≤i≤m), and double edges are two edges where (a_i,b_i)=(a_j,b_j) or (a_i,b_i)=(b_j,a_j) (1≤i&lt;j≤m). a connected graph is a graph where there is a path between every pair of different vertices. find the number of the edges that are not contained in any shortest path between any pair of different vertices.","If you are given an undirected connected weighted graph with n vertices and m edges that contains neither self-loops nor double edges, you can find the number of edges that are not contained in any shortest path between any pair of different vertices."
p03838,"snuke has a calculator. it has a display and two buttons. initially, the display shows an integer x. snuke wants to change this value into another integer y, by pressing the following two buttons some number of times in arbitrary order: button a: when pressed, the value on the display is incremented by 1. button b: when pressed, the sign of the value on the display is reversed. find the minimum number of times snuke needs to press the buttons to achieve his objective. it can be shown that the objective is always achievable regardless of the values of the integers x and y."," snuke has a calculator with a display and two buttons. He wants to change an integer x into another integer y by pressing the following two buttons some number of times in arbitrary order: button a: when pressed, the value on the display is incremented by 1, button b: the sign of the value is reversed, and the objective is always achievable."
p03840,"a tetromino is a figure formed by joining four squares edge to edge. we will refer to the following seven kinds of tetromino as i-, o-, t-, j-, l-, s- and z-tetrominos, respectively: snuke has many tetrominos. the number of i-, o-, t-, j-, l-, s- and z-tetrominos in his possession are a_i, a_o, a_t, a_j, a_l, a_s and a_z, respectively. snuke will join k of his tetrominos to form a rectangle that is two squares tall and 2k squares wide. here, the following rules must be followed: when placing each tetromino, rotation is allowed, but reflection is not. each square in the rectangle must be covered by exactly one tetromino. no part of each tetromino may be outside the rectangle. snuke wants to form as large a rectangle as possible. find the maximum possible value of k.",A tetromino is a figure formed by joining four squares edge to edge. Snuke has many tetrominos. He wants to form a rectangle that is two squares tall and 2k squares wide. The maximum possible value of k is used to form the rectangle.
p03844,"joisino wants to evaluate the formula ""a op b"". here, a and b are integers, and the binary operator op is either + or -. your task is to evaluate the formula instead of her."," joisino wants to evaluate the formula ""a op b"". here, a and b are integers, and the binary operator op is either + or -. Your task is to evaluate this formula instead of the previous one, which is ""a"" or ""b""."
p03845,"joisino is about to compete in the final round of a certain programming competition. in this contest, there are n problems, numbered 1 through n. joisino knows that it takes her t_i seconds to solve problem i(1≦i≦n). also, there are m kinds of drinks offered to the contestants, numbered 1 through m. if joisino takes drink i(1≦i≦m), her brain will be stimulated and the time it takes for her to solve problem p_i will become x_i seconds. it does not affect the time to solve the other problems. a contestant is allowed to take exactly one of the drinks before the start of the contest. for each drink, joisino wants to know how many seconds it takes her to solve all the problems if she takes that drink. here, assume that the time it takes her to solve all the problems is equal to the sum of the time it takes for her to solve individual problems. your task is to write a program to calculate it instead of her.",Joisino is about to compete in the final round of a programming competition. He wants to know how many seconds it takes her to solve all the problems if she takes one of the drinks before the start of the contest. His task is to write a program to calculate it instead.
p03846,"there are n people, conveniently numbered 1 through n. they were standing in a row yesterday, but now they are unsure of the order in which they were standing. however, each person remembered the following fact: the absolute difference of the number of the people who were standing to the left of that person, and the number of the people who were standing to the right of that person. according to their reports, the difference above for person i is a_i. based on these reports, find the number of the possible orders in which they were standing. since it can be extremely large, print the answer modulo 10^9+7. note that the reports may be incorrect and thus there may be no consistent order. in such a case, print 0.","There are n people standing in a row yesterday. They were unsure of the order in which they were standing. Each person remembered the absolute difference of the number of people who were standing to the left of that person and the people who stood to their right. According to their reports, the difference above for person i is a_i."
p03848,"there are n people, conveniently numbered 1 through n. they were standing in a row yesterday, but now they are unsure of the order in which they were standing. however, each person remembered the following fact: the absolute difference of the number of the people who were standing to the left of that person, and the number of the people who were standing to the right of that person. according to their reports, the difference above for person i is a_i. based on these reports, find the number of the possible orders in which they were standing. since it can be extremely large, print the answer modulo 10^9+7. note that the reports may be incorrect and thus there may be no consistent order. in such a case, print 0.","There are n people standing in a row yesterday. They were unsure of the order in which they were standing. Each person remembered the absolute difference of the number of people who were standing to the left of that person and the people who stood to their right. According to their reports, the difference above for person i is a_i."
p03852,"given a lowercase english letter c, determine whether it is a vowel. here, there are five vowels in the english alphabet: a, e, i, o and u.","There are five vowels in the english alphabet: a, e, i, o and u. given a lowercase english letter c, determine whether it is a vowel here.    i   o  u   u .   e  i ."
p03853,"there is an image with a height of h pixels and a width of w pixels. each of the pixels is represented by either . or *. the character representing the pixel at the i-th row from the top and the j-th column from the left, is denoted by c_{i,j}. extend this image vertically so that its height is doubled. that is, print a image with a height of 2h pixels and a width of w pixels where the pixel at the i-th row and j-th column is equal to c_{(i+1)/2,j} (the result of division is rounded down).","There is an image with a height of h pixels and a width of w pixels. The pixel at the i-th row and j-th column is equal to c_{(i+1)/2,j}. The result of division is rounded down."
p03854,"you are given a string s consisting of lowercase english letters. another string t is initially empty. determine whether it is possible to obtain s = t by performing the following operation an arbitrary number of times: append one of the following at the end of t: dream, dreamer, erase and eraser.","You are given a string s consisting of lowercase english letters and another string t. You can determine whether it is possible to obtain s = t by performing the following operation an arbitrary number of times: append one of the following at the end of t: dream, dreamer, erase and eraser."
p03856,"you are given a string s consisting of lowercase english letters. another string t is initially empty. determine whether it is possible to obtain s = t by performing the following operation an arbitrary number of times: append one of the following at the end of t: dream, dreamer, erase and eraser.","You are given a string s consisting of lowercase english letters and another string t. You can determine whether it is possible to obtain s = t by performing the following operation an arbitrary number of times: append one of the following at the end of t: dream, dreamer, erase and eraser."
p03860,"snuke is going to open a contest named ""atcoder s contest"". here, s is a string of length 1 or greater, where the first character is an uppercase english letter, and the second and subsequent characters are lowercase english letters. snuke has decided to abbreviate the name of the contest as ""axc"". here, x is the uppercase english letter at the beginning of s. given the name of the contest, print the abbreviation of the name."," snuke is going to open a contest named ""atcoder s contest"". The name of the contest is abbreviated as ""axc"". The first character is an uppercase english letter, and the second and subsequent characters are lowercase english letters."
p03861,"you are given nonnegative integers a and b (a ≤ b), and a positive integer x. among the integers between a and b, inclusive, how many are divisible by x?",There are nonnegative integers a and b and a positive integer x. How many of the integers between a and B are divisible by x? i.e. how many of them are non-negative integers between A and B and a and a are divisable by x.
p03862,"there are n boxes arranged in a row. initially, the i-th box from the left contains a_i candies. snuke can perform the following operation any number of times: choose a box containing at least one candy, and eat one of the candies in the chosen box. his objective is as follows: any two neighboring boxes contain at most x candies in total. find the minimum number of operations required to achieve the objective.","Snuke can choose a box containing at least one candy, and eat one of the candies in the chosen box. His objective is to find the minimum number of operations required to achieve the objective. There are n boxes arranged in a row. The i-th box from the left contains a_i candies."
p03864,"there are n boxes arranged in a row. initially, the i-th box from the left contains a_i candies. snuke can perform the following operation any number of times: choose a box containing at least one candy, and eat one of the candies in the chosen box. his objective is as follows: any two neighboring boxes contain at most x candies in total. find the minimum number of operations required to achieve the objective.","Snuke can choose a box containing at least one candy, and eat one of the candies in the chosen box. His objective is to find the minimum number of operations required to achieve the objective. There are n boxes arranged in a row. The i-th box from the left contains a_i candies."
p03888,"in an electric circuit, when two resistors r_1 and r_2 are connected in parallel, the equivalent resistance r_3 can be derived from the following formula: \frac{1}{r_1} + \frac{1}{r_2} = \frac{1}{r_3} given r_1 and r_2, find r_3.","In an electric circuit, when two resistors r_1 and r_2 are connected in parallel, the equivalent resistance r_3 can be derived from the following formula: \frac{1.r_1 + 1.r-r-2 = 1. r-3."
p03909,"there is a grid with h rows and w columns. the square at the i-th row and j-th column contains a string s_{i,j} of length 5. the rows are labeled with the numbers from 1 through h, and the columns are labeled with the uppercase english letters from a through the w-th letter of the alphabet. exactly one of the squares in the grid contains the string snuke. find this square and report its location. for example, the square at the 6-th row and 8-th column should be reported as h6.","There is a grid with h rows and w columns. The square at the i-th row and j-th column contains a string s_{i,j} of length 5. Find this square and report its location. For example, the square at  h6 should be reported as h6"
p03910,"the problem set at code festival 20xx finals consists of n problems. the score allocated to the i-th (1≦i≦n) problem is i points. takahashi, a contestant, is trying to score exactly n points. for that, he is deciding which problems to solve. as problems with higher scores are harder, he wants to minimize the highest score of a problem among the ones solved by him. determine the set of problems that should be solved.","Code festival 20xx finals consists of n problems. The score allocated to the i-th problem is i points. Takahashi, a contestant, is trying to score exactly n points. He is deciding which problems to solve. He wants to minimize the highest score of a problem among the ones solved by him."
p03937,"we have a grid of h rows and w columns. initially, there is a stone in the top left cell. shik is trying to move the stone to the bottom right cell. in each step, he can move the stone one cell to its left, up, right, or down (if such cell exists). it is possible that the stone visits a cell multiple times (including the bottom right and the top left cell). you are given a matrix of characters a_{ij} (1 \leq i \leq h, 1 \leq j \leq w). after shik completes all moving actions, a_{ij} is # if the stone had ever located at the i-th row and the j-th column during the process of moving. otherwise, a_{ij} is .. please determine whether it is possible that shik only uses right and down moves in all steps.","Shik is trying to move a stone to the bottom right cell. He can move the stone one cell to its left, up, right, or down. He is given a matrix of characters a.ij. A.ij is # if the stone had ever located at the i-th row and the j-th column during the process of moving."
p03938,"you are given a permutation p of the set {1, 2, ..., n}. please construct two sequences of positive integers a_1, a_2, ..., a_n and b_1, b_2, ..., b_n satisfying the following conditions: 1 \leq a_i, b_i \leq 10^9 for all i a_1 &lt; a_2 &lt; ... &lt; a_n b_1 &gt; b_2 &gt; ... &gt; b_n a_{p_1}+b_{p_1} &lt; a_{p_2}+b_{p_2} &lt; ... &lt; a_{p_n}+b_{p_n}","You are given a permutation p of the set {1, 2, ..., n}. Please construct two sequences of positive integers a_1, a_2, ... and a_n satisfying the following conditions: 1 \leq a_i, b_i and a/a/n."
p03943,"two students of atcoder kindergarten are fighting over candy packs. there are three candy packs, each of which contains a, b, and c candies, respectively. teacher evi is trying to distribute the packs between the two students so that each student gets the same number of candies. determine whether it is possible. note that evi cannot take candies out of the packs, and the whole contents of each pack must be given to one of the students.","Teacher evi is trying to distribute candy packs between the two students so that each student gets the same number of candies. She cannot take candies out of the packs, so the whole contents of each pack must be given to one of the students."
p03944,"there is a rectangle in the xy-plane, with its lower left corner at (0, 0) and its upper right corner at (w, h). each of its sides is parallel to the x-axis or y-axis. initially, the whole region within the rectangle is painted white. snuke plotted n points into the rectangle. the coordinate of the i-th (1 ≦ i ≦ n) point was (x_i, y_i). then, he created an integer sequence a of length n, and for each 1 ≦ i ≦ n, he painted some region within the rectangle black, as follows: if a_i = 1, he painted the region satisfying x &lt; x_i within the rectangle. if a_i = 2, he painted the region satisfying x &gt; x_i within the rectangle. if a_i = 3, he painted the region satisfying y &lt; y_i within the rectangle. if a_i = 4, he painted the region satisfying y &gt; y_i within the rectangle. find the area of the white region within the rectangle after he finished painting.","There is a rectangle in the xy-plane with its lower left corner at (0, 0), its upper right corner at w, h, and each of its sides is parallel to the x-axis or y-axis. Snuke plotted n points into the rectangle. For each 1, he painted some region within the rectangle black."
p03945,"two foxes jiro and saburo are playing a game called 1d reversi. this game is played on a board, using black and white stones. on the board, stones are placed in a row, and each player places a new stone to either end of the row. similarly to the original game of reversi, when a white stone is placed, all black stones between the new white stone and another white stone, turn into white stones, and vice versa. in the middle of a game, something came up and saburo has to leave the game. the state of the board at this point is described by a string s. there are |s| (the length of s) stones on the board, and each character in s represents the color of the i-th (1 ≦ i ≦ |s|) stone from the left. if the i-th character in s is b, it means that the color of the corresponding stone on the board is black. similarly, if the i-th character in s is w, it means that the color of the corresponding stone is white. jiro wants all stones on the board to be of the same color. for this purpose, he will place new stones on the board according to the rules. find the minimum number of new stones that he needs to place.","Two foxes jiro and saburo are playing a game called 1d reversi. The game is played on a board, using black and white stones. When a white stone is placed, all black stones between the new white stone and another white stone turn into white stones and vice versa. saburo has to leave the game."
