index,Final_title,Final_description
p03376, Sweet Alchemy,"akaki, a patissier, can make n kinds of doughnut using only a certain powder called ""okashi no moto"" (literally ""material of pastry"", simply called moto below) as ingredient. these doughnuts are called doughnut 1, doughnut 2, ..., doughnut n. in order to make one doughnut i (1 ≤ i ≤ n), she needs to consume m_i grams of moto. she cannot make a non-integer number of doughnuts, such as 0.5 doughnuts. the recipes of these doughnuts are developed by repeated modifications from the recipe of doughnut 1. specifically, the recipe of doughnut i (2 ≤ i ≤ n) is a direct modification of the recipe of doughnut p_i (1 ≤ p_i &lt; i). now, she has x grams of moto. she decides to make as many doughnuts as possible for a party tonight. however, since the tastes of the guests differ, she will obey the following condition: let c_i be the number of doughnut i (1 ≤ i ≤ n) that she makes. for each integer i such that 2 ≤ i ≤ n, c_{p_i} ≤ c_i ≤ c_{p_i} + d must hold. here, d is a predetermined value. at most how many doughnuts can be made here? she does not necessarily need to consume all of her moto. 
"
p03377, Cats and Dogs,"there are a total of a + b cats and dogs.
among them, a are known to be cats, but the remaining b are not known to be either cats or dogs. determine if it is possible that there are exactly x cats among these a + b animals. 
"
p03378, Toll Gates,"there are n + 1 squares arranged in a row, numbered 0, 1, ..., n from left to right. initially, you are in square x.
you can freely travel between adjacent squares. your goal is to reach square 0 or square n.
however, for each i = 1, 2, ..., m, there is a toll gate in square a_i, and traveling to square a_i incurs a cost of 1.
it is guaranteed that there is no toll gate in square 0, square x and square n. find the minimum cost incurred before reaching the goal. 
"
p03379, Many Medians,"when l is an odd number, the median of l numbers a_1, a_2, ..., a_l is the (\frac{l+1}{2})-th largest value among a_1, a_2, ..., a_l. you are given n numbers x_1, x_2, ..., x_n, where n is an even number.
for each i = 1, 2, ..., n, let the median of x_1, x_2, ..., x_n excluding x_i, that is, the median of x_1, x_2, ..., x_{i-1}, x_{i+1}, ..., x_n be b_i. find b_i for each i = 1, 2, ..., n. 
"
p03380, Binomial Coefficients,"let {\rm comb}(n,r) be the number of ways to choose r objects from among n objects, disregarding order.
from n non-negative integers a_1, a_2, ..., a_n, select two numbers a_i &gt; a_j so that {\rm comb}(a_i,a_j) is maximized.
if there are multiple pairs that maximize the value, any of them is accepted. 
"
p03381, Many Medians,"when l is an odd number, the median of l numbers a_1, a_2, ..., a_l is the (\frac{l+1}{2})-th largest value among a_1, a_2, ..., a_l. you are given n numbers x_1, x_2, ..., x_n, where n is an even number.
for each i = 1, 2, ..., n, let the median of x_1, x_2, ..., x_n excluding x_i, that is, the median of x_1, x_2, ..., x_{i-1}, x_{i+1}, ..., x_n be b_i. find b_i for each i = 1, 2, ..., n. 
"
p03382, Binomial Coefficients,"let {\rm comb}(n,r) be the number of ways to choose r objects from among n objects, disregarding order.
from n non-negative integers a_1, a_2, ..., a_n, select two numbers a_i &gt; a_j so that {\rm comb}(a_i,a_j) is maximized.
if there are multiple pairs that maximize the value, any of them is accepted. 
"
p03383, Symmetric Grid,"there is an h \times w grid (h vertical, w horizontal), where each square contains a lowercase english letter.
specifically, the letter in the square at the i-th row and j-th column is equal to the j-th character in the string s_i. snuke can apply the following operation to this grid any number of times: choose two different rows and swap them. or, choose two different columns and swap them. snuke wants this grid to be symmetric.
that is, for any 1 \leq i \leq h and 1 \leq j \leq w, the letter in the square at the i-th row and j-th column and the letter in the square at the (h + 1 - i)-th row and (w + 1 - j)-th column should be equal. determine if snuke can achieve this objective. 
"
p03384, Permutation Tree,"takahashi has an ability to generate a tree using a permutation (p_1,p_2,...,p_n) of (1,2,...,n), in the following process: first, prepare vertex 1, vertex 2, ..., vertex n.
for each i=1,2,...,n, perform the following operation: if p_i = 1, do nothing. if p_i \neq 1, let j' be the largest j such that p_j &lt; p_i. span an edge between vertex i and vertex j'. takahashi is trying to make his favorite tree with this ability.
his favorite tree has n vertices from vertex 1 through vertex n, and its i-th edge connects vertex v_i and w_i.
determine if he can make a tree isomorphic to his favorite tree by using a proper permutation.
if he can do so, find the lexicographically smallest such permutation. 
"
p03385, abc of ABC,"you are given a string s of length 3 consisting of a, b and c. determine if s can be obtained by permuting abc. 
"
p03386, Small and Large Integers,"print all the integers that satisfies the following in ascending order: among the integers between a and b (inclusive), it is either within the k smallest integers or within the k largest integers. 

"
p03387, Same Integers,"you are given three integers a, b and c. find the minimum number of operations required to make a, b and c all equal by repeatedly performing the following two kinds of operations in any order: choose two among a, b and c, then increase both by 1. choose one among a, b and c, then increase it by 2. it can be proved that we can always make a, b and c all equal by repeatedly performing these operations. 
"
p03388, Worst Case,"10^{10^{10}} participants, including takahashi, competed in two programming contests.
in each contest, all participants had distinct ranks from first through 10^{10^{10}}-th. the score of a participant is the product of his/her ranks in the two contests. process the following q queries: in the i-th query, you are given two positive integers a_i and b_i. assuming that takahashi was ranked a_i-th in the first contest and b_i-th in the second contest, find the maximum possible number of participants whose scores are smaller than takahashi's. 

"
p03389, Same Integers,"you are given three integers a, b and c. find the minimum number of operations required to make a, b and c all equal by repeatedly performing the following two kinds of operations in any order: choose two among a, b and c, then increase both by 1. choose one among a, b and c, then increase it by 2. it can be proved that we can always make a, b and c all equal by repeatedly performing these operations. 
"
